Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,10/04/2022
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,11/03/2021
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,12/02/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,22/12/2016
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-27.3621,-55.9009,16/01/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,15/05/2021
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-54.8019,-68.303,26/08/2022
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,06/06/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,28/10/2023
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,15/12/2024
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-24.7821,-65.4232,05/09/2016
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-27.3621,-55.9009,26/01/2023
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,12/07/2018
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-38.9516,-68.0591,06/11/2023
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-34.6037,-58.3816,17/07/2016
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,27/05/2017
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-27.3621,-55.9009,20/09/2017
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,13/08/2016
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,05/08/2017
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,30/05/2023
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,27/12/2019
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,04/01/2018
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-27.3621,-55.9009,03/02/2018
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,09/10/2023
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-24.7821,-65.4232,27/11/2022
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,11/01/2020
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.4201,-64.1888,17/05/2018
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-34.6037,-58.3816,03/10/2018
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,13/04/2015
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,03/09/2022
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.5375,-68.5364,01/08/2017
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.4201,-64.1888,05/03/2020
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,16/05/2023
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.4201,-64.1888,02/01/2019
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,18/04/2016
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-34.6037,-58.3816,20/06/2023
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,24/07/2015
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-27.3621,-55.9009,23/04/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,21/09/2023
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-54.8019,-68.303,12/06/2023
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,06/01/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-32.8895,-68.8458,18/02/2020
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-26.8083,-65.2176,28/05/2022
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-32.9442,-60.6505,17/11/2023
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,23/01/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,28/01/2021
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,08/12/2024
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-24.7821,-65.4232,20/01/2020
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.4201,-64.1888,04/07/2022
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.5375,-68.5364,18/10/2022
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,16/09/2015
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-26.8083,-65.2176,26/07/2022
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-54.8019,-68.303,04/05/2022
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-27.3621,-55.9009,20/05/2015
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,27/12/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,20/12/2015
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,20/11/2016
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-24.7821,-65.4232,06/02/2023
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-38.9516,-68.0591,21/12/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,22/09/2023
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,29/08/2018
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,29/11/2024
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-31.5375,-68.5364,22/04/2022
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-27.3621,-55.9009,04/10/2023
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,11/06/2016
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,24/04/2016
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,21/03/2023
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-24.7821,-65.4232,31/07/2020
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-27.3621,-55.9009,18/06/2020
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-38.9516,-68.0591,26/10/2020
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-32.8895,-68.8458,01/04/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,13/11/2021
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,19/03/2023
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-34.6037,-58.3816,02/06/2019
"Incidente registrado en Ushuaia, Tierra del Fuego","Autoridades locales reportaron un incidente ocurrido en Ushuaia, Tierra del Fuego. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-54.8019,-68.303,26/07/2023
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,10/03/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,06/04/2020
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,02/05/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-31.5375,-68.5364,13/02/2024
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-31.5375,-68.5364,18/03/2015
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Evento sanitario,-27.3621,-55.9009,08/07/2021
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,23/03/2023
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-32.9442,-60.6505,28/05/2017
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,26/01/2019
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-27.3621,-55.9009,22/05/2016
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,14/09/2015
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,14/02/2023
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,14/12/2016
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,14/01/2015
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.4201,-64.1888,14/09/2021
Incidente registrado en Neuquén,Autoridades locales reportaron un incidente ocurrido en Neuquén. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-38.9516,-68.0591,15/12/2022
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-32.9442,-60.6505,03/02/2020
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Evento sanitario,-32.8895,-68.8458,27/07/2017
Incidente registrado en San Juan,Autoridades locales reportaron un incidente ocurrido en San Juan. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.5375,-68.5364,17/09/2016
Incidente registrado en Mendoza,Autoridades locales reportaron un incidente ocurrido en Mendoza. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-32.8895,-68.8458,21/10/2015
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-34.6037,-58.3816,15/02/2023
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Inundación,-32.9442,-60.6505,18/02/2020
Incidente registrado en Buenos Aires,Autoridades locales reportaron un incidente ocurrido en Buenos Aires. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-34.6037,-58.3816,04/04/2018
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-26.8083,-65.2176,08/11/2023
"Incidente registrado en Rosario, Santa Fe","Autoridades locales reportaron un incidente ocurrido en Rosario, Santa Fe. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Natural - Incendio,-32.9442,-60.6505,23/09/2020
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Tecnológico - Accidente industrial,-26.8083,-65.2176,21/05/2016
"Incidente registrado en Posadas, Misiones","Autoridades locales reportaron un incidente ocurrido en Posadas, Misiones. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.",Desastre Tecnológico - Accidente industrial,-27.3621,-55.9009,31/12/2020
Incidente registrado en Salta,Autoridades locales reportaron un incidente ocurrido en Salta. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-24.7821,-65.4232,13/08/2022
Incidente registrado en San Miguel de Tucumán,Autoridades locales reportaron un incidente ocurrido en San Miguel de Tucumán. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Incendio,-26.8083,-65.2176,25/12/2018
Incidente registrado en Córdoba,Autoridades locales reportaron un incidente ocurrido en Córdoba. El evento generó impacto en la comunidad y activó protocolos de emergencia. Equipos especializados trabajan para mitigar las consecuencias.,Desastre Natural - Inundación,-31.4201,-64.1888,03/04/2024
